球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,164,65.1%,148.9,13,32,32,55,47.0%,16.9%,.333,39,13,2,8,4,0
スライダー,56,22.2%,128.4,5,7,10,21,39.3%,17.9%,.400,15,6,1,2,0,0
フォーク,23,9.1%,134.4,0,1,3,14,17.4%,0.0%,.667,6,4,1,1,0,0
カーブ,3,1.2%,115.0,0,1,0,2,33.3%,-%,-,0,0,0,0,0,0
チェンジアップ,3,1.2%,128.0,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
シュート,3,1.2%,139.0,0,2,0,0,66.7%,0.0%,.000,1,0,0,0,0,0
