条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.31,48,42,13,3,0,2,8,2,1,2,1
対左打者,0.371,40,35,13,6,0,0,3,3,0,0,2
