アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,149,31.3%,安打,101,61.2%
フライ,141,29.6%,四死球,55,33.3%
空三振,151,31.7%,失策出塁,7,4.2%
見三振,27,5.7%,野選,2,1.2%
犠打,8,1.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
