条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.171,300,275,47,6,1,1,94,16,4,2,3
対左打者,0.18,341,300,54,11,2,5,84,29,6,6,0
