種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.08,5,0,5,0,0,0,0,0,0,0,0,4.1,5,0,3,1,0,2,1,1.38,0.313,-,2.17
Nighter,5.59,11,0,11,0,0,0,0,0,0,0,0,9.2,8,0,9,9,0,6,6,1.76,0.235,-,1.61
