球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,111,46.8%,146.3,8,20,23,43,45.9%,16.7%,.333,21,7,0,4,6,0
フォーク,35,14.8%,132.9,9,2,5,12,45.7%,42.9%,.273,11,3,0,4,1,0
カットボール,34,14.3%,136.5,2,2,10,14,41.2%,11.1%,.333,6,2,0,0,1,0
スライダー,31,13.1%,126.1,9,1,5,13,48.4%,52.9%,.143,7,1,0,4,2,0
カーブ,18,7.6%,115.8,3,4,1,6,44.4%,37.5%,.000,4,0,0,0,0,0
ツーシーム,6,2.5%,139.5,1,0,1,4,33.3%,50.0%,-,0,0,0,0,0,0
チェンジアップ,2,0.8%,123.5,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
