チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.364,3,12,11,1,4,1,0,0,5,0,3,1,0,0,0,0,0,0,0,0.417,0.455,0.871
日本ハム,0.273,3,11,11,1,3,1,0,0,4,2,3,0,0,0,0,0,0,0,0,0.273,0.364,0.636
ロッテ,0.111,3,10,9,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.2,0.111,0.311
楽天,0.3,3,12,10,1,3,0,0,0,3,1,1,2,0,0,0,0,1,0,0,0.417,0.3,0.717
オリックス,0.333,3,14,12,2,4,0,0,0,4,2,2,1,0,0,0,1,0,1,0,0.357,0.333,0.69
西武,0.385,3,13,13,0,5,0,0,0,5,2,2,0,0,0,0,0,0,1,0,0.385,0.385,0.769
