アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,86,38.2%,安打,89,78.1%
フライ,72,32.0%,四死球,22,19.3%
空三振,49,21.8%,失策出塁,3,2.6%
見三振,16,7.1%,野選,0,0.0%
犠打,2,0.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
