条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.281,35,32,9,3,0,2,4,3,0,0,0
対左打者,0.136,24,22,3,1,0,0,10,1,0,0,1
