球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
シュート,145,29.4%,143.6,11,34,38,29,57.2%,13.4%,0.211,38,8,0,5,2,2
カットボール,126,25.6%,136.2,8,20,29,48,45.2%,13.8%,0.125,24,3,0,4,3,0
スライダー,76,15.4%,124.4,12,15,9,29,47.4%,37.5%,0.211,19,4,0,8,0,0
ストレート,73,14.8%,144.2,3,15,9,28,37.0%,10.0%,0.158,19,3,1,3,2,0
フォーク,73,14.8%,135.1,7,7,13,35,37.0%,22.6%,0.357,14,5,0,3,0,0
