防御率2.25,試合40,先発0,救援40,連投(試)0,連投(日)0,勝利3,敗戦2,HLD17,Ｓ1,ＨＰ20,ＳＰ4,救勝3,救敗2,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.600,32.0,127,493,15.4,23,1,23,8,1,2,0,0,8,8,0.97,-
