条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.211,78,71,15,0,1,1,15,3,2,2,0
対左打者,0.186,49,43,8,1,0,0,8,5,0,1,0
