球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.303,32,113,99,13,30,3,0,2,39,10,24,12,3,0,1,1,1,0,0,.375,.394,0.769
甲子園,.227,7,26,22,0,5,0,0,0,5,0,7,4,2,0,0,0,0,1,0,.346,.227,0.573
横浜,.333,6,24,21,1,7,1,0,0,8,4,5,1,0,0,1,1,1,0,0,.348,.381,0.729
マツダスタジアム,.267,5,17,15,0,4,0,0,0,4,1,4,2,0,0,0,0,0,0,0,.353,.267,0.62
神宮,.200,5,22,20,2,4,0,0,1,7,1,6,2,0,0,0,0,0,0,0,.273,.350,0.623
バンテリンドーム,.222,5,20,18,1,4,0,0,1,7,3,4,2,0,0,0,0,1,0,1,.300,.389,0.689
Ce その他,.000,3,12,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,.000,.000,0.0
みずほPayPay,.000,1,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.286,2,7,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,.286,.286,0.571
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.333,2,6,6,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,.333,.333,0.667
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
