打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,41,6,0.146,0,8,3,0,1,0.2
2打席目,39,13,0.333,0,5,6,0,0,0.422
3打席目,36,5,0.139,0,7,8,0,0,0.295
4打席目,31,8,0.258,1,7,7,0,0,0.395
5打席目以上,10,1,0.1,0,2,3,0,0,0.308
