球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
京セラD大阪,.263,23,90,76,8,20,5,0,1,28,11,12,11,1,2,0,1,0,0,1,.367,.368,0.735
みずほPayPay,.077,4,14,13,1,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,.143,.077,0.22
エスコンＦ,.000,2,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.200,.000,0.2
ZOZOマリン,.286,4,18,14,1,4,2,0,0,6,1,0,4,0,0,0,0,0,0,0,.444,.429,0.873
楽天モバイル,.000,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
ベルーナドーム,.000,4,15,12,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,.200,.000,0.2
Pa その他,.174,6,27,23,4,4,1,0,0,5,1,5,4,0,0,0,0,0,0,0,.296,.217,0.514
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.250,2,6,4,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,.500,.250,0.75
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.200,2,5,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.200,.200,0.4
バンテリンドーム,.250,2,9,8,1,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,.333,.250,0.583
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
