アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,115,38.2%,安打,117,81.8%
フライ,101,33.6%,四死球,24,16.8%
空三振,72,23.9%,失策出塁,2,1.4%
見三振,13,4.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
