月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.300,15,32,30,2,9,0,1,0,11,1,6,2,0,0,0,0,0,0,0,.344,.367,0.71
5月,.344,11,36,32,4,11,2,0,1,16,6,10,4,0,0,0,0,0,0,0,.417,.500,0.917
6月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
7月,.309,19,62,55,7,17,1,0,1,21,6,12,5,0,0,2,0,1,0,1,.367,.382,0.748
8月,.119,20,53,42,2,5,0,0,1,8,5,10,5,1,0,5,1,0,0,1,.208,.190,0.399
9月,.111,11,11,9,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,.200,.111,0.311
10月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
