種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,5.14,15,0,15,0,2,2,0,2,0,0,2,14.0,16,3,18,11,1,8,8,1.93,0.286,-,1.75
Visitor,5.84,10,0,10,0,3,1,0,1,0,0,3,12.1,11,2,12,7,0,9,8,1.46,0.244,-,1.37
