球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,24,75.0%,147.5,1,4,6,7,45.8%,7.7%,0.5,6,3,0,1,0,0
カットボール,8,25.0%,137.6,1,1,0,5,25.0%,50.0%,0.0,2,0,0,1,0,0
