球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.279,32,112,111,8,31,2,0,0,33,5,15,1,1,0,0,0,0,0,4,.286,.297,0.583
東京ドーム,.294,5,19,17,1,5,0,0,0,5,0,3,1,0,1,0,0,0,0,0,.368,.294,0.663
甲子園,.100,3,10,10,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,.100,.100,0.2
横浜,.286,4,16,14,0,4,0,0,0,4,0,1,2,1,0,0,0,0,0,0,.375,.286,0.661
神宮,.188,5,17,16,2,3,0,0,0,3,1,2,1,1,0,0,0,0,0,1,.235,.188,0.423
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,.500,2,4,4,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,.500,1.000,1.5
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.333,3,9,9,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,.333,.333,0.667
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
