条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.281,133,128,36,1,1,0,17,4,1,0,0
対左投手,0.245,54,53,13,1,0,0,6,1,0,0,0
