球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,13,39.4%,143.6,0,5,3,2,61.5%,0.0%,0.0,2,0,0,0,0,0
カットボール,9,27.3%,137.1,1,2,0,4,33.3%,33.3%,0.333,3,1,0,1,0,0
チェンジアップ,8,24.2%,128.9,3,1,1,2,62.5%,60.0%,0.333,3,1,0,2,0,0
カーブ,3,9.1%,113.0,0,0,0,2,0.0%,0.0%,0.0,1,0,0,0,0,0
