球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,137,53.9%,147.3,4,29,25,47,42.3%,6.6%,.103,29,3,0,2,3,0
スライダー,37,14.6%,126.8,2,13,5,12,54.1%,16.7%,.286,7,2,0,2,0,0
カットボール,22,8.7%,135.7,0,5,5,9,45.5%,0.0%,.000,3,0,0,0,0,0
フォーク,20,7.9%,134.1,1,4,2,9,35.0%,14.3%,.333,6,2,0,2,0,0
スプリット,9,3.5%,140.8,0,0,3,3,33.3%,0.0%,.000,3,0,0,0,0,0
ツーシーム,9,3.5%,140.4,0,2,2,3,44.4%,0.0%,1.000,2,2,0,0,1,0
カーブ,8,3.1%,115.9,0,4,2,2,75.0%,0.0%,.000,1,0,0,1,0,0
チェンジアップ,6,2.4%,137.7,2,0,0,2,33.3%,50.0%,.000,2,0,0,1,0,0
パワーカーブ,3,1.2%,124.3,0,2,0,1,66.7%,-%,-,0,0,0,0,0,0
シンカー,1,0.4%,134.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
シュート,1,0.4%,-,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
ワンシーム,1,0.4%,142.0,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
