アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,25,20.5%,安打,19,50.0%
フライ,42,34.4%,四死球,19,50.0%
空三振,42,34.4%,失策出塁,0,0.0%
見三振,11,9.0%,野選,0,0.0%
犠打,2,1.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
