条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.155,97,84,13,0,0,0,33,12,1,0,0,0.268
1塁,0.091,38,33,3,0,0,0,12,3,0,2,0,0.167
2塁,0.167,7,6,1,1,0,0,1,1,0,0,0,0.286
3塁,0.0,2,2,0,0,0,0,1,0,0,0,0,0.0
1・2塁,0.167,8,6,1,0,0,1,3,1,1,0,0,0.375
1・3塁,0.0,4,4,0,0,0,0,2,0,0,0,0,0.0
2・3塁,0.0,1,1,0,0,0,0,1,0,0,0,0,0.0
満塁,0.5,3,2,1,0,0,0,0,0,0,0,1,0.333
得点圏,0.143,25,21,3,1,0,1,8,2,1,0,1,0.24
