HQS率-,SQS率-,被打率.138,被BABIP.212,被出塁率.241,被長打率.167,K/BB3.12,K/911.18,BB/93.59,HR/90.21,GO/AO0.60,援護率-,IPR8.53,NHB%42.2%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
1.93,90.2%,10.49,1.24,9.09,428,2.2,0,0,42.2,5,19,42,
