防御率1.05,試合45,先発0,救援45,連投(試)1,連投(日)1,勝利2,敗戦1,HLD28,Ｓ0,ＨＰ30,ＳＰ2,救勝2,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.667,42.2,160,710,16.6,19,1,53,17,0,2,0,0,5,5,0.84,-
