チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
阪神,.333,1,3,3,1,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,.333,1.333,1.667
広島,.200,3,7,5,1,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,.429,.200,0.629
ヤクルト,.000,2,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
中日,.250,2,5,4,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,.400,.500,0.9
