条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.268,203,190,51,9,0,3,35,6,1,4,2
対左打者,0.25,183,172,43,2,2,5,27,7,1,2,1
