防御率2.93,試合28,先発11,救援17,連投(試)0,連投(日)0,勝利5,敗戦7,HLD5,Ｓ0,ＨＰ6,ＳＰ1,救勝1,救敗3,完投4,完封3,無四球1
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.417,95.1,386,1437,15.1,94,8,62,13,0,2,1,0,32,31,1.12,54.5%
