球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
エスコンＦ,3.77,15,5,10,2,3,3,0,4,1,1,1,43.0,52,3,32,8,1,19,18,1.4,0.295,1.55,3.25
みずほPayPay,5.40,2,1,1,0,1,0,0,0,0,0,0,5.0,8,1,2,1,0,3,3,1.8,0.381,1.80,99.00
ZOZOマリン,3.00,1,0,1,0,1,0,0,0,0,0,1,3.0,3,1,4,0,1,1,1,1.0,0.25,-,3.00
楽天モバイル,0.00,3,1,2,1,0,1,0,1,0,0,0,12.0,5,0,7,1,0,0,0,0.5,0.128,1.00,99.00
京セラD大阪,1.86,2,1,1,1,1,0,0,0,0,0,1,9.2,9,0,4,1,0,2,2,1.03,0.25,2.00,0.33
ベルーナドーム,0.00,3,1,2,1,0,1,0,1,0,0,0,12.2,7,0,8,1,0,0,0,0.63,0.171,2.00,99.00
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,4.50,1,1,0,0,0,0,0,0,0,0,0,6.0,5,3,1,1,0,3,3,1.0,0.227,5.14,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,9.00,1,1,0,0,1,0,0,0,0,0,0,4.0,5,0,4,0,0,4,4,1.25,0.333,0.00,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
