防御率5.00,試合10,先発10,救援0,連投(試)0,連投(日)0,勝利3,敗戦4,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.429,45.0,209,789,17.5,53,4,29,21,2,1,1,0,30,25,1.64,20.0%
