アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,42,34.1%,安打,40,85.1%
フライ,30,24.4%,四死球,6,12.8%
空三振,37,30.1%,失策出塁,1,2.1%
見三振,14,11.4%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
