条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.259,28,27,7,3,0,0,0,0,1,0,0,0.286
1-0より,.400,10,10,4,2,0,0,0,0,0,0,0,0.4
2-0より,.500,2,2,1,1,0,0,0,0,0,0,0,0.5
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.375,16,16,6,0,0,1,0,0,0,0,0,0.375
1-1より,.500,10,10,5,1,0,1,0,0,0,0,0,0.5
2-1より,.625,8,8,5,2,0,0,0,0,0,0,0,0.625
3-1より,1.000,2,1,1,0,0,0,0,1,0,0,0,1.0
0-2より,.087,24,23,2,0,0,0,14,0,0,0,1,0.083
1-2より,.122,41,41,5,0,1,0,23,0,0,0,0,0.122
2-2より,.067,16,15,1,0,0,0,10,0,1,0,0,0.125
3-2より,.300,12,10,3,0,0,0,4,2,0,0,0,0.417
