条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.236,114,110,26,7,0,2,2,32,3,1,0,0,0.263
1塁,0.211,19,19,4,1,0,0,0,6,0,0,0,0,0.211
2塁,0.5,14,12,6,0,0,0,4,4,1,1,0,0,0.571
3塁,0.667,4,3,2,1,1,0,3,1,0,0,0,1,0.5
1・2塁,0.083,12,12,1,0,0,0,0,5,0,0,0,0,0.083
1・3塁,0.5,2,2,1,0,0,0,1,0,0,0,0,0,0.5
2・3塁,0.0,3,3,0,0,0,0,0,2,0,0,0,0,0.0
満塁,0.0,2,2,0,0,0,0,0,1,0,0,0,0,0.0
得点圏,0.294,37,34,10,1,1,0,8,13,1,1,0,1,0.324
