条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.26,187,169,44,4,0,2,17,8,4,6,0
対左投手,0.316,104,95,30,7,0,0,6,4,0,3,2
