条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.308,60,52,16,5,0,1,0,1,0,7,0,0.321
1-0より,.533,18,15,8,1,0,0,0,0,0,1,2,0.471
2-0より,.200,5,5,1,0,0,0,0,0,0,0,0,0.2
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.318,24,22,7,1,0,0,0,0,1,1,0,0.348
1-1より,.333,22,21,7,2,0,0,0,0,1,0,0,0.364
2-1より,.308,13,13,4,0,0,0,0,0,0,0,0,0.308
3-1より,.250,6,4,1,0,0,0,0,2,0,0,0,0.5
0-2より,.250,36,36,9,1,0,1,11,0,0,0,0,0.25
1-2より,.167,49,48,8,0,0,0,9,0,1,0,0,0.184
2-2より,.265,35,34,9,1,0,0,3,0,1,0,0,0.286
3-2より,.286,17,14,4,0,0,0,0,3,0,0,0,0.412
