球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
神宮,.288,49,163,146,9,42,7,0,2,55,14,15,7,1,2,6,2,0,0,1,.325,.377,0.702
東京ドーム,.182,5,12,11,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,.250,.182,0.432
甲子園,.154,4,14,13,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,.214,.154,0.368
横浜,.250,6,22,20,2,5,0,0,0,5,2,0,1,1,1,0,0,0,0,1,.318,.250,0.568
マツダスタジアム,.235,6,18,17,0,4,1,0,0,5,0,1,0,0,0,1,0,0,0,0,.235,.294,0.529
バンテリンドーム,.333,6,20,18,3,6,1,0,0,7,0,1,1,0,0,1,0,0,0,0,.368,.389,0.757
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.222,3,9,9,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,.222,.333,0.556
ZOZOマリン,.571,2,8,7,0,4,1,0,0,5,0,0,0,0,1,0,0,1,0,0,.625,.714,1.339
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.167,3,13,12,0,2,0,0,0,2,0,1,0,0,0,1,0,1,0,0,.167,.167,0.333
ベルーナドーム,.455,3,12,11,0,5,0,0,0,5,0,2,1,0,0,0,0,0,0,0,.500,.455,0.955
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
