打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,71,22,0.31,0,3,4,0,0,0.347
2打席目,68,19,0.279,0,5,5,1,1,0.324
3打席目,62,14,0.226,1,6,5,3,1,0.279
4打席目,43,13,0.302,0,6,2,4,0,0.333
5打席目以上,7,2,0.286,0,1,0,1,0,0.286
