条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.258,278,252,65,12,1,7,41,18,2,4,2
対左打者,0.247,293,267,66,7,1,4,47,20,0,5,1
