球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
マツダスタジアム,2.22,11,11,0,6,3,0,0,0,0,0,0,69.0,57,2,45,21,1,21,17,1.13,0.224,2.78,-
東京ドーム,5.00,3,3,0,0,2,0,0,0,0,0,0,18.0,22,4,14,4,0,10,10,1.44,0.297,3.00,-
甲子園,3.60,1,1,0,0,1,0,0,0,0,0,0,5.0,4,0,2,2,0,2,2,1.2,0.222,0.00,-
横浜,10.38,2,2,0,1,1,0,0,0,0,0,0,8.2,15,2,5,2,1,10,10,1.96,0.366,9.00,-
神宮,2.45,2,2,0,0,0,0,0,0,0,0,0,11.0,8,1,9,5,0,3,3,1.18,0.195,4.85,-
バンテリンドーム,1.50,1,1,0,0,0,0,0,0,0,0,0,6.0,5,0,4,0,0,1,1,0.83,0.227,0.00,-
Ce その他,3.00,1,1,0,0,1,0,0,0,0,0,0,6.0,6,2,3,1,0,2,2,1.17,0.25,1.29,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,1.29,1,1,0,0,0,0,0,0,0,0,0,7.0,3,0,2,2,0,2,1,0.71,0.13,2.25,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,13.50,1,1,0,0,1,0,0,0,0,0,0,4.0,11,0,4,1,0,6,6,3.0,0.5,0.00,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
