左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
60.0% (6),60.0% (6),60.0% (6),0.0% (0),0.0% (0),0.0% (0),40.0% (4),40.0% (4),40.0% (4)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
0.0% (0),- (0),66.7% (6),0.0% (0),- (0),0.0% (0),100.0% (1),- (0),33.3% (3)
