球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,55,57.3%,149.4,4,8,12,21,43.6%,15.4%,0.429,14,6,0,4,1,0
ツーシーム,16,16.7%,140.2,0,4,4,5,50.0%,0.0%,0.667,3,2,1,0,1,0
フォーク,14,14.6%,138.4,3,0,3,7,42.9%,42.9%,0.0,2,0,0,1,0,0
スライダー,11,11.5%,128.5,1,0,1,8,18.2%,33.3%,0.0,1,0,0,0,0,0
