アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,100,32.6%,安打,121,68.8%
フライ,141,45.9%,四死球,49,27.8%
空三振,44,14.3%,失策出塁,6,3.4%
見三振,14,4.6%,野選,0,0.0%
犠打,8,2.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
