条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.314,279,242,76,7,2,4,25,31,0,3,3
対左打者,0.249,204,181,45,9,0,5,33,12,6,5,0
