打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,48,13,0.271,5,20,5,0,2,0.327
2打席目,43,12,0.279,7,10,10,0,1,0.407
3打席目,41,10,0.244,5,18,13,0,0,0.426
4打席目,42,12,0.286,4,11,6,0,0,0.375
5打席目以上,12,4,0.333,1,5,0,0,0,0.333
