防御率11.25,試合2,先発0,救援2,連投(試)0,連投(日)0,勝利0,敗戦0,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
-,4.0,23,107,26.8,8,0,3,3,0,0,0,0,6,5,2.75,-
