NOI1000.0,GPA.450,RC0.99,RC27-,XR1.02,XR27-,RCAA0.70,XR+0.72,RCWIN0.08,XRWIN0.08,BABIP-
BB/K,IsoD,PA/BB,PA/K,IsoP,AB/HR,SecA,TA,PS,TTO率,
-,1.000,1.00,-,0.000,-,-,-,-,100.0%,
