アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,18,24.3%,安打,23,71.9%
フライ,37,50.0%,四死球,9,28.1%
空三振,13,17.6%,失策出塁,0,0.0%
見三振,3,4.1%,野選,0,0.0%
犠打,3,4.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
