左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
41.6% (116),41.6% (116),41.6% (116),26.9% (75),26.9% (75),26.9% (75),31.5% (88),31.5% (88),31.5% (88)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
42.9% (39),62.5% (5),40.0% (72),41.8% (38),12.5% (1),20.0% (36),15.4% (14),25.0% (2),40.0% (72)
