条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.276,213,185,51,7,0,6,39,14,7,3,4
対左投手,0.294,188,163,48,14,1,2,29,17,4,1,3
