守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.250,2,9,8,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,.333,.250,0.583
中堅手,.268,11,46,41,7,11,2,1,0,15,5,6,3,1,0,0,2,1,0,0,.304,.366,0.67
右翼手,.292,75,326,281,41,82,19,0,8,125,33,54,26,0,11,4,4,3,4,2,.370,.445,0.814
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.222,27,20,18,4,4,0,0,0,4,3,8,1,0,0,0,1,1,0,0,.250,.222,0.472
