アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,41,31.8%,安打,49,84.5%
フライ,65,50.4%,四死球,6,10.3%
空三振,18,14.0%,失策出塁,3,5.2%
見三振,5,3.9%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
