左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
44.2% (69),44.2% (69),44.2% (69),25.0% (39),25.0% (39),25.0% (39),30.8% (48),30.8% (48),30.8% (48)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
49.0% (24),- (0),42.1% (45),18.4% (9),- (0),28.0% (30),32.7% (16),- (0),29.9% (32)
