アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,39,37.1%,安打,31,64.6%
フライ,26,24.8%,四死球,17,35.4%
空三振,36,34.3%,失策出塁,0,0.0%
見三振,3,2.9%,野選,0,0.0%
犠打,1,1.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
