打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.243,39,81,70,15,17,2,0,1,22,5,21,8,0,1,1,1,6,2,0,0.325,0.314,0.639
Visitor,0.219,40,72,64,8,14,2,2,0,20,5,18,8,0,0,0,0,6,4,1,0.306,0.313,0.618
