条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.234,224,205,48,13,0,4,4,48,17,2,0,0,0.299
1塁,0.237,68,59,14,3,0,1,4,9,6,0,3,0,0.308
2塁,0.222,27,18,4,2,0,0,3,4,8,1,0,0,0.481
3塁,0.25,12,12,3,0,1,0,4,4,0,0,0,0,0.25
1・2塁,0.323,35,31,10,6,0,0,11,2,3,0,1,0,0.382
1・3塁,0.125,15,8,1,1,0,0,4,0,5,0,0,2,0.4
2・3塁,0.2,9,5,1,1,0,0,3,3,3,0,0,1,0.444
満塁,0.143,9,7,1,0,0,0,4,2,1,1,0,0,0.333
得点圏,0.247,107,81,20,10,1,0,29,15,20,2,1,3,0.396
