球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,615,37.2%,146.2,29,137,109,230,44.7%,11.7%,.241,133,32,3,28,18,0
スライダー,239,14.5%,128.3,20,54,32,94,44.4%,22.0%,.213,47,10,0,8,4,0
フォーク,184,11.1%,136.1,29,23,27,76,42.9%,34.1%,.217,46,10,0,17,2,0
カットボール,177,10.7%,135.7,17,32,28,68,43.5%,22.1%,.222,36,8,2,5,6,2
チェンジアップ,116,7.0%,131.3,17,12,13,55,36.2%,34.7%,.227,22,5,0,3,2,0
ツーシーム,92,5.6%,142.9,7,24,16,28,51.1%,17.5%,.200,20,4,0,3,1,2
カーブ,72,4.4%,114.2,2,23,7,30,44.4%,10.5%,.364,11,4,0,2,1,0
スプリット,65,3.9%,139.6,11,5,10,26,40.0%,32.4%,.267,15,4,0,2,2,0
ナックルカーブ,34,2.1%,127.6,3,8,7,13,52.9%,23.1%,.500,4,2,0,1,1,0
シンカー,24,1.5%,135.6,2,5,2,9,37.5%,20.0%,.286,7,2,0,1,2,0
シュート,13,0.8%,145.2,0,3,4,5,53.8%,0.0%,.000,2,0,0,1,0,0
縦スライダー,10,0.6%,125.0,4,2,0,4,60.0%,100.0%,.000,1,0,0,1,0,0
スクリュー,3,0.2%,136.0,0,1,1,0,66.7%,0.0%,1.000,1,1,0,0,0,0
パーム,3,0.2%,125.7,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
スラーブ,2,0.1%,115.5,0,2,0,0,100.0%,-%,-,0,0,0,0,0,0
パワーカーブ,2,0.1%,124.0,0,1,0,1,50.0%,-%,-,0,0,0,0,1,0
スローカーブ,1,0.1%,-,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
高速スライダー,1,0.1%,135.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
