打率.238,試合104,打席399,打数345,得点29,安打82,内安3,内安率3.7,２Ｂ26,３Ｂ1,本塁5,HR勝敗1-3-1,塁打125,打点37,三振72
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
43,3,4,4,3,1,0,100.0,6,3,8,.247,.327,.362,.689
