種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,4.97,12,0,12,2,1,3,0,5,2,2,1,12.2,11,0,11,7,1,7,7,1.42,0.239,-,1.81
Visitor,3.0,8,0,8,0,0,1,0,1,0,0,0,9.0,9,1,9,4,0,3,3,1.44,0.273,-,3.0
