アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,26,41.9%,安打,20,62.5%
フライ,13,21.0%,四死球,12,37.5%
空三振,12,19.4%,失策出塁,0,0.0%
見三振,8,12.9%,野選,0,0.0%
犠打,3,4.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
