種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,21.6,3,0,3,0,0,1,0,1,0,0,0,3.1,9,2,2,3,0,8,8,3.6,0.5,-,0.42
Nighter,3.38,9,0,9,0,1,0,0,0,0,0,1,10.2,14,2,9,1,0,4,4,1.41,0.326,-,2.67
