種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,6.48,8,0,8,0,1,1,0,1,0,0,1,8.1,13,2,10,3,0,6,6,1.92,0.371,-,1.39
Visitor,9.53,4,0,4,0,0,0,0,0,0,0,0,5.2,10,2,1,1,0,6,6,1.94,0.385,-,0.94
