球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,21,52.5%,144.8,1,2,6,8,42.9%,9.1%,1.000,3,3,0,0,0,0
スプリット,13,32.5%,135.9,5,0,1,6,46.2%,71.4%,.500,2,1,0,1,2,0
縦スライダー,6,15.0%,125.3,0,1,2,3,50.0%,0.0%,-,0,0,0,0,0,0
